
   Begin Kepler Problem

Problem Arguments:
  stepper:              1
  step mode:            0
  use compensated sums: 0
  dt:                   0.01
  Tf:                   100
  nout:                 1000

t = 0.0000, H(p,q) = -0.5000002384185791, L(p,q) = 0.7999999523162842
t = 77.9994, H(p,q)-H0 = 0.0000003278255463, L(p,q)-L0 = -0.0000029206275940
t = 78.0994, H(p,q)-H0 = 0.0000004172325134, L(p,q)-L0 = -0.0000028014183044
t = 78.1994, H(p,q)-H0 = 0.0000004172325134, L(p,q)-L0 = -0.0000028610229492
t = 78.2994, H(p,q)-H0 = 0.0000004768371582, L(p,q)-L0 = -0.0000026822090149
t = 78.3994, H(p,q)-H0 = 0.0000004768371582, L(p,q)-L0 = -0.0000028014183044
t = 78.4994, H(p,q)-H0 = 0.0000006854534149, L(p,q)-L0 = -0.0000025033950806
t = 78.5994, H(p,q)-H0 = 0.0000005960464478, L(p,q)-L0 = -0.0000025629997253
t = 78.6994, H(p,q)-H0 = 0.0000006258487701, L(p,q)-L0 = -0.0000026822090149
t = 78.7994, H(p,q)-H0 = 0.0000007152557373, L(p,q)-L0 = -0.0000024437904358
t = 78.8994, H(p,q)-H0 = 0.0000007152557373, L(p,q)-L0 = -0.0000025033950806
t = 78.9994, H(p,q)-H0 = 0.0000007152557373, L(p,q)-L0 = -0.0000025629997253
t = 79.0994, H(p,q)-H0 = 0.0000007152557373, L(p,q)-L0 = -0.0000026226043701
t = 79.1994, H(p,q)-H0 = 0.0000007748603821, L(p,q)-L0 = -0.0000024437904358
t = 79.2994, H(p,q)-H0 = 0.0000006556510925, L(p,q)-L0 = -0.0000026226043701
t = 79.3994, H(p,q)-H0 = 0.0000005364418030, L(p,q)-L0 = -0.0000025629997253
t = 79.4994, H(p,q)-H0 = 0.0000005960464478, L(p,q)-L0 = -0.0000025033950806
t = 79.5994, H(p,q)-H0 = 0.0000007450580597, L(p,q)-L0 = -0.0000024437904358
t = 79.6994, H(p,q)-H0 = 0.0000005364418030, L(p,q)-L0 = -0.0000026226043701
t = 79.7994, H(p,q)-H0 = 0.0000007152557373, L(p,q)-L0 = -0.0000026226043701
t = 79.8994, H(p,q)-H0 = 0.0000009238719940, L(p,q)-L0 = -0.0000023841857910
t = 79.9994, H(p,q)-H0 = 0.0000008642673492, L(p,q)-L0 = -0.0000022053718567
t = 80.0993, H(p,q)-H0 = 0.0000008642673492, L(p,q)-L0 = -0.0000021457672119
t = 80.1993, H(p,q)-H0 = 0.0000008046627045, L(p,q)-L0 = -0.0000020265579224
t = 80.2993, H(p,q)-H0 = 0.0000008344650269, L(p,q)-L0 = -0.0000022053718567
t = 80.3993, H(p,q)-H0 = 0.0000010728836060, L(p,q)-L0 = -0.0000019669532776
t = 80.4993, H(p,q)-H0 = 0.0000011324882507, L(p,q)-L0 = -0.0000020265579224
t = 80.5993, H(p,q)-H0 = 0.0000014007091522, L(p,q)-L0 = -0.0000017881393433
t = 80.6993, H(p,q)-H0 = 0.0000013113021851, L(p,q)-L0 = -0.0000017881393433
t = 80.7993, H(p,q)-H0 = 0.0000012516975403, L(p,q)-L0 = -0.0000019073486328
t = 80.8993, H(p,q)-H0 = 0.0000015497207642, L(p,q)-L0 = -0.0000017285346985
t = 80.9993, H(p,q)-H0 = 0.0000017285346985, L(p,q)-L0 = -0.0000014901161194
t = 81.0993, H(p,q)-H0 = 0.0000020861625671, L(p,q)-L0 = -0.0000013113021851
t = 81.1993, H(p,q)-H0 = 0.0000015497207642, L(p,q)-L0 = -0.0000015497207642
t = 81.2993, H(p,q)-H0 = 0.0000014305114746, L(p,q)-L0 = -0.0000017285346985
t = 81.3993, H(p,q)-H0 = 0.0000017881393433, L(p,q)-L0 = -0.0000015497207642
t = 81.4993, H(p,q)-H0 = 0.0000011920928955, L(p,q)-L0 = -0.0000016689300537
ROOT RETURN:	t = 81.5706 g[0] =   1, y[0] = 0.361064, y[1] = -0.221055
t = 81.5706, H(p,q)-H0 = 0.0000009536743164, L(p,q)-L0 = -0.0000017881393433
t = 81.5993, H(p,q)-H0 = 0.0000009536743164, L(p,q)-L0 = -0.0000017285346985
t = 81.6993, H(p,q)-H0 = 0.0000010728836060, L(p,q)-L0 = -0.0000017285346985
t = 81.7993, H(p,q)-H0 = 0.0000007152557373, L(p,q)-L0 = -0.0000017881393433
t = 81.8993, H(p,q)-H0 = 0.0000007152557373, L(p,q)-L0 = -0.0000017881393433
t = 81.9993, H(p,q)-H0 = 0.0000009536743164, L(p,q)-L0 = -0.0000016689300537
t = 82.0993, H(p,q)-H0 = 0.0000011920928955, L(p,q)-L0 = -0.0000017881393433
t = 82.1993, H(p,q)-H0 = 0.0000012516975403, L(p,q)-L0 = -0.0000016689300537
t = 82.2993, H(p,q)-H0 = 0.0000012516975403, L(p,q)-L0 = -0.0000016689300537
t = 82.3993, H(p,q)-H0 = 0.0000008344650269, L(p,q)-L0 = -0.0000019669532776
t = 82.4993, H(p,q)-H0 = 0.0000004172325134, L(p,q)-L0 = -0.0000022649765015
t = 82.5993, H(p,q)-H0 = 0.0000007152557373, L(p,q)-L0 = -0.0000020265579224
t = 82.6993, H(p,q)-H0 = 0.0000006854534149, L(p,q)-L0 = -0.0000019073486328
ROOT RETURN:	t = 82.7160 g[0] =  -1, y[0] = -0.659093, y[1] = 0.798593
t = 82.7160, H(p,q)-H0 = 0.0000006854534149, L(p,q)-L0 = -0.0000019669532776
t = 82.7993, H(p,q)-H0 = 0.0000004768371582, L(p,q)-L0 = -0.0000021457672119
t = 82.8993, H(p,q)-H0 = 0.0000005960464478, L(p,q)-L0 = -0.0000020265579224
t = 82.9993, H(p,q)-H0 = 0.0000005364418030, L(p,q)-L0 = -0.0000020265579224
t = 83.0993, H(p,q)-H0 = 0.0000004768371582, L(p,q)-L0 = -0.0000020265579224
t = 83.1993, H(p,q)-H0 = 0.0000002384185791, L(p,q)-L0 = -0.0000022649765015
t = 83.2993, H(p,q)-H0 = 0.0000001192092896, L(p,q)-L0 = -0.0000023841857910
t = 83.3993, H(p,q)-H0 = 0.0000001192092896, L(p,q)-L0 = -0.0000025033950806
t = 83.4993, H(p,q)-H0 = 0.0000002384185791, L(p,q)-L0 = -0.0000025033950806
t = 83.5993, H(p,q)-H0 = 0.0000003576278687, L(p,q)-L0 = -0.0000023841857910
t = 83.6993, H(p,q)-H0 = 0.0000002384185791, L(p,q)-L0 = -0.0000025629997253
t = 83.7993, H(p,q)-H0 = 0.0000002980232239, L(p,q)-L0 = -0.0000026226043701
t = 83.8993, H(p,q)-H0 = 0.0000003576278687, L(p,q)-L0 = -0.0000027418136597
t = 83.9993, H(p,q)-H0 = 0.0000002682209015, L(p,q)-L0 = -0.0000028610229492
t = 84.0993, H(p,q)-H0 = 0.0000003576278687, L(p,q)-L0 = -0.0000027418136597
t = 84.1993, H(p,q)-H0 = 0.0000005364418030, L(p,q)-L0 = -0.0000026822090149
t = 84.2993, H(p,q)-H0 = 0.0000005960464478, L(p,q)-L0 = -0.0000026226043701
t = 84.3993, H(p,q)-H0 = 0.0000007152557373, L(p,q)-L0 = -0.0000025033950806
t = 84.4993, H(p,q)-H0 = 0.0000005364418030, L(p,q)-L0 = -0.0000026822090149
t = 84.5993, H(p,q)-H0 = 0.0000006258487701, L(p,q)-L0 = -0.0000025629997253
t = 84.6993, H(p,q)-H0 = 0.0000006854534149, L(p,q)-L0 = -0.0000025629997253
t = 84.7993, H(p,q)-H0 = 0.0000007152557373, L(p,q)-L0 = -0.0000026226043701
t = 84.8993, H(p,q)-H0 = 0.0000007748603821, L(p,q)-L0 = -0.0000025629997253
t = 84.9993, H(p,q)-H0 = 0.0000006258487701, L(p,q)-L0 = -0.0000026822090149
t = 85.0993, H(p,q)-H0 = 0.0000006556510925, L(p,q)-L0 = -0.0000027418136597
t = 85.1993, H(p,q)-H0 = 0.0000008046627045, L(p,q)-L0 = -0.0000024437904358
t = 85.2993, H(p,q)-H0 = 0.0000006556510925, L(p,q)-L0 = -0.0000026822090149
t = 85.3993, H(p,q)-H0 = 0.0000007748603821, L(p,q)-L0 = -0.0000025629997253
t = 85.4993, H(p,q)-H0 = 0.0000007450580597, L(p,q)-L0 = -0.0000026226043701
t = 85.5993, H(p,q)-H0 = 0.0000007152557373, L(p,q)-L0 = -0.0000026822090149
t = 85.6993, H(p,q)-H0 = 0.0000008046627045, L(p,q)-L0 = -0.0000024437904358
t = 85.7993, H(p,q)-H0 = 0.0000008940696716, L(p,q)-L0 = -0.0000025033950806
t = 85.8993, H(p,q)-H0 = 0.0000008046627045, L(p,q)-L0 = -0.0000025629997253
t = 85.9993, H(p,q)-H0 = 0.0000006854534149, L(p,q)-L0 = -0.0000027418136597
t = 86.0993, H(p,q)-H0 = 0.0000006258487701, L(p,q)-L0 = -0.0000028610229492
t = 86.1993, H(p,q)-H0 = 0.0000005960464478, L(p,q)-L0 = -0.0000028610229492
t = 86.2993, H(p,q)-H0 = 0.0000005960464478, L(p,q)-L0 = -0.0000028610229492
t = 86.3993, H(p,q)-H0 = 0.0000007152557373, L(p,q)-L0 = -0.0000028610229492
t = 86.4993, H(p,q)-H0 = 0.0000005960464478, L(p,q)-L0 = -0.0000029802322388
t = 86.5993, H(p,q)-H0 = 0.0000005960464478, L(p,q)-L0 = -0.0000030398368835
t = 86.6992, H(p,q)-H0 = 0.0000006556510925, L(p,q)-L0 = -0.0000028610229492
t = 86.7992, H(p,q)-H0 = 0.0000008642673492, L(p,q)-L0 = -0.0000026226043701
t = 86.8992, H(p,q)-H0 = 0.0000008642673492, L(p,q)-L0 = -0.0000026822090149
t = 86.9992, H(p,q)-H0 = 0.0000009536743164, L(p,q)-L0 = -0.0000026226043701
t = 87.0992, H(p,q)-H0 = 0.0000013113021851, L(p,q)-L0 = -0.0000025033950806
t = 87.1992, H(p,q)-H0 = 0.0000012516975403, L(p,q)-L0 = -0.0000025629997253
t = 87.2992, H(p,q)-H0 = 0.0000012516975403, L(p,q)-L0 = -0.0000026226043701
t = 87.3992, H(p,q)-H0 = 0.0000008344650269, L(p,q)-L0 = -0.0000028014183044
t = 87.4992, H(p,q)-H0 = 0.0000010728836060, L(p,q)-L0 = -0.0000027418136597
t = 87.5992, H(p,q)-H0 = 0.0000001192092896, L(p,q)-L0 = -0.0000032186508179
t = 87.6992, H(p,q)-H0 = 0.0000010728836060, L(p,q)-L0 = -0.0000029802322388
t = 87.7992, H(p,q)-H0 = 0.0000015497207642, L(p,q)-L0 = -0.0000028014183044
ROOT RETURN:	t = 87.8550 g[0] =   1, y[0] = 0.361064, y[1] = -0.22105
t = 87.8550, H(p,q)-H0 = 0.0000010728836060, L(p,q)-L0 = -0.0000028610229492
t = 87.8992, H(p,q)-H0 = 0.0000014305114746, L(p,q)-L0 = -0.0000028014183044
t = 87.9992, H(p,q)-H0 = 0.0000017881393433, L(p,q)-L0 = -0.0000026822090149
t = 88.0992, H(p,q)-H0 = 0.0000025033950806, L(p,q)-L0 = -0.0000025033950806
t = 88.1992, H(p,q)-H0 = 0.0000026226043701, L(p,q)-L0 = -0.0000025033950806
t = 88.2992, H(p,q)-H0 = 0.0000028610229492, L(p,q)-L0 = -0.0000024437904358
t = 88.3992, H(p,q)-H0 = 0.0000033378601074, L(p,q)-L0 = -0.0000022649765015
t = 88.4992, H(p,q)-H0 = 0.0000034570693970, L(p,q)-L0 = -0.0000020861625671
t = 88.5992, H(p,q)-H0 = 0.0000040531158447, L(p,q)-L0 = -0.0000019073486328
t = 88.6992, H(p,q)-H0 = 0.0000036954879761, L(p,q)-L0 = -0.0000022053718567
t = 88.7992, H(p,q)-H0 = 0.0000041723251343, L(p,q)-L0 = -0.0000018477439880
t = 88.8992, H(p,q)-H0 = 0.0000042915344238, L(p,q)-L0 = -0.0000017881393433
t = 88.9992, H(p,q)-H0 = 0.0000046193599701, L(p,q)-L0 = -0.0000015497207642
ROOT RETURN:	t = 89.0008 g[0] =  -1, y[0] = -0.659515, y[1] = 0.798576
t = 89.0008, H(p,q)-H0 = 0.0000046491622925, L(p,q)-L0 = -0.0000014901161194
t = 89.0992, H(p,q)-H0 = 0.0000046193599701, L(p,q)-L0 = -0.0000016689300537
t = 89.1992, H(p,q)-H0 = 0.0000049173831940, L(p,q)-L0 = -0.0000014305114746
t = 89.2992, H(p,q)-H0 = 0.0000048875808716, L(p,q)-L0 = -0.0000013709068298
t = 89.3992, H(p,q)-H0 = 0.0000048875808716, L(p,q)-L0 = -0.0000014305114746
t = 89.4992, H(p,q)-H0 = 0.0000050663948059, L(p,q)-L0 = -0.0000013113021851
t = 89.5992, H(p,q)-H0 = 0.0000049173831940, L(p,q)-L0 = -0.0000015497207642
t = 89.6992, H(p,q)-H0 = 0.0000047385692596, L(p,q)-L0 = -0.0000016689300537
t = 89.7992, H(p,q)-H0 = 0.0000049471855164, L(p,q)-L0 = -0.0000014305114746
t = 89.8992, H(p,q)-H0 = 0.0000050067901611, L(p,q)-L0 = -0.0000014305114746
t = 89.9992, H(p,q)-H0 = 0.0000048875808716, L(p,q)-L0 = -0.0000015497207642
t = 90.0992, H(p,q)-H0 = 0.0000049471855164, L(p,q)-L0 = -0.0000013709068298
t = 90.1992, H(p,q)-H0 = 0.0000051856040955, L(p,q)-L0 = -0.0000011920928955
t = 90.2992, H(p,q)-H0 = 0.0000051856040955, L(p,q)-L0 = -0.0000011920928955
t = 90.3992, H(p,q)-H0 = 0.0000053942203522, L(p,q)-L0 = -0.0000010132789612
t = 90.4992, H(p,q)-H0 = 0.0000053644180298, L(p,q)-L0 = -0.0000011920928955
t = 90.5992, H(p,q)-H0 = 0.0000051259994507, L(p,q)-L0 = -0.0000013113021851
t = 90.6992, H(p,q)-H0 = 0.0000051856040955, L(p,q)-L0 = -0.0000011920928955
t = 90.7992, H(p,q)-H0 = 0.0000053644180298, L(p,q)-L0 = -0.0000010728836060
t = 90.8992, H(p,q)-H0 = 0.0000049769878387, L(p,q)-L0 = -0.0000015497207642
t = 90.9992, H(p,q)-H0 = 0.0000048279762268, L(p,q)-L0 = -0.0000017881393433
t = 91.0992, H(p,q)-H0 = 0.0000049471855164, L(p,q)-L0 = -0.0000017881393433
t = 91.1992, H(p,q)-H0 = 0.0000048279762268, L(p,q)-L0 = -0.0000019073486328
t = 91.2992, H(p,q)-H0 = 0.0000048279762268, L(p,q)-L0 = -0.0000019669532776
t = 91.3992, H(p,q)-H0 = 0.0000048279762268, L(p,q)-L0 = -0.0000017881393433
t = 91.4992, H(p,q)-H0 = 0.0000047683715820, L(p,q)-L0 = -0.0000018477439880
t = 91.5992, H(p,q)-H0 = 0.0000050067901611, L(p,q)-L0 = -0.0000014305114746
t = 91.6992, H(p,q)-H0 = 0.0000048577785492, L(p,q)-L0 = -0.0000017881393433
t = 91.7992, H(p,q)-H0 = 0.0000046193599701, L(p,q)-L0 = -0.0000022053718567
t = 91.8992, H(p,q)-H0 = 0.0000046193599701, L(p,q)-L0 = -0.0000021457672119
t = 91.9992, H(p,q)-H0 = 0.0000046193599701, L(p,q)-L0 = -0.0000020265579224
t = 92.0992, H(p,q)-H0 = 0.0000045299530029, L(p,q)-L0 = -0.0000020861625671
t = 92.1992, H(p,q)-H0 = 0.0000043511390686, L(p,q)-L0 = -0.0000022649765015
t = 92.2992, H(p,q)-H0 = 0.0000044107437134, L(p,q)-L0 = -0.0000021457672119
t = 92.3992, H(p,q)-H0 = 0.0000045299530029, L(p,q)-L0 = -0.0000020265579224
t = 92.4992, H(p,q)-H0 = 0.0000044107437134, L(p,q)-L0 = -0.0000021457672119
t = 92.5992, H(p,q)-H0 = 0.0000043213367462, L(p,q)-L0 = -0.0000020265579224
t = 92.6992, H(p,q)-H0 = 0.0000044405460358, L(p,q)-L0 = -0.0000019073486328
t = 92.7992, H(p,q)-H0 = 0.0000043213367462, L(p,q)-L0 = -0.0000020265579224
t = 92.8992, H(p,q)-H0 = 0.0000043511390686, L(p,q)-L0 = -0.0000019073486328
t = 92.9992, H(p,q)-H0 = 0.0000044703483582, L(p,q)-L0 = -0.0000019073486328
t = 93.0992, H(p,q)-H0 = 0.0000043809413910, L(p,q)-L0 = -0.0000019669532776
t = 93.1992, H(p,q)-H0 = 0.0000041127204895, L(p,q)-L0 = -0.0000020265579224
t = 93.2991, H(p,q)-H0 = 0.0000040531158447, L(p,q)-L0 = -0.0000022053718567
t = 93.3991, H(p,q)-H0 = 0.0000040531158447, L(p,q)-L0 = -0.0000020861625671
t = 93.4991, H(p,q)-H0 = 0.0000043511390686, L(p,q)-L0 = -0.0000018477439880
t = 93.5991, H(p,q)-H0 = 0.0000046491622925, L(p,q)-L0 = -0.0000016093254089
t = 93.6991, H(p,q)-H0 = 0.0000052452087402, L(p,q)-L0 = -0.0000012516975403
t = 93.7991, H(p,q)-H0 = 0.0000063180923462, L(p,q)-L0 = -0.0000007152557373
t = 93.8991, H(p,q)-H0 = 0.0000056028366089, L(p,q)-L0 = -0.0000009536743164
t = 93.9991, H(p,q)-H0 = 0.0000048875808716, L(p,q)-L0 = -0.0000013113021851
t = 94.0991, H(p,q)-H0 = 0.0000046491622925, L(p,q)-L0 = -0.0000013709068298
ROOT RETURN:	t = 94.1401 g[0] =   1, y[0] = 0.36147, y[1] = -0.219923
t = 94.1401, H(p,q)-H0 = 0.0000044107437134, L(p,q)-L0 = -0.0000013113021851
t = 94.1991, H(p,q)-H0 = 0.0000051259994507, L(p,q)-L0 = -0.0000011920928955
t = 94.2991, H(p,q)-H0 = 0.0000058412551880, L(p,q)-L0 = -0.0000010728836060
t = 94.3991, H(p,q)-H0 = 0.0000059604644775, L(p,q)-L0 = -0.0000010132789612
t = 94.4991, H(p,q)-H0 = 0.0000056028366089, L(p,q)-L0 = -0.0000010728836060
t = 94.5991, H(p,q)-H0 = 0.0000061988830566, L(p,q)-L0 = -0.0000010132789612
t = 94.6991, H(p,q)-H0 = 0.0000052452087402, L(p,q)-L0 = -0.0000012516975403
t = 94.7991, H(p,q)-H0 = 0.0000046491622925, L(p,q)-L0 = -0.0000017285346985
t = 94.8991, H(p,q)-H0 = 0.0000045895576477, L(p,q)-L0 = -0.0000017285346985
t = 94.9991, H(p,q)-H0 = 0.0000039935112000, L(p,q)-L0 = -0.0000022649765015
t = 95.0991, H(p,q)-H0 = 0.0000039935112000, L(p,q)-L0 = -0.0000023245811462
t = 95.1991, H(p,q)-H0 = 0.0000042319297791, L(p,q)-L0 = -0.0000022649765015
ROOT RETURN:	t = 95.2849 g[0] =  -1, y[0] = -0.659163, y[1] = 0.798594
t = 95.2849, H(p,q)-H0 = 0.0000041723251343, L(p,q)-L0 = -0.0000025033950806
t = 95.2991, H(p,q)-H0 = 0.0000042021274567, L(p,q)-L0 = -0.0000025033950806
t = 95.3991, H(p,q)-H0 = 0.0000044703483582, L(p,q)-L0 = -0.0000021457672119
t = 95.4991, H(p,q)-H0 = 0.0000044405460358, L(p,q)-L0 = -0.0000022053718567
t = 95.5991, H(p,q)-H0 = 0.0000042915344238, L(p,q)-L0 = -0.0000022649765015
t = 95.6991, H(p,q)-H0 = 0.0000043213367462, L(p,q)-L0 = -0.0000021457672119
t = 95.7991, H(p,q)-H0 = 0.0000042319297791, L(p,q)-L0 = -0.0000022649765015
t = 95.8991, H(p,q)-H0 = 0.0000044405460358, L(p,q)-L0 = -0.0000021457672119
t = 95.9991, H(p,q)-H0 = 0.0000045597553253, L(p,q)-L0 = -0.0000019669532776
t = 96.0991, H(p,q)-H0 = 0.0000045895576477, L(p,q)-L0 = -0.0000019073486328
t = 96.1991, H(p,q)-H0 = 0.0000045299530029, L(p,q)-L0 = -0.0000020861625671
t = 96.2991, H(p,q)-H0 = 0.0000047683715820, L(p,q)-L0 = -0.0000017881393433
t = 96.3991, H(p,q)-H0 = 0.0000048577785492, L(p,q)-L0 = -0.0000016689300537
t = 96.4991, H(p,q)-H0 = 0.0000046491622925, L(p,q)-L0 = -0.0000019073486328
t = 96.5991, H(p,q)-H0 = 0.0000046491622925, L(p,q)-L0 = -0.0000018477439880
t = 96.6991, H(p,q)-H0 = 0.0000044703483582, L(p,q)-L0 = -0.0000019669532776
t = 96.7991, H(p,q)-H0 = 0.0000045299530029, L(p,q)-L0 = -0.0000017881393433
t = 96.8991, H(p,q)-H0 = 0.0000045895576477, L(p,q)-L0 = -0.0000019073486328
t = 96.9991, H(p,q)-H0 = 0.0000043809413910, L(p,q)-L0 = -0.0000020265579224
t = 97.0991, H(p,q)-H0 = 0.0000044703483582, L(p,q)-L0 = -0.0000019669532776
t = 97.1991, H(p,q)-H0 = 0.0000043511390686, L(p,q)-L0 = -0.0000019073486328
t = 97.2991, H(p,q)-H0 = 0.0000044405460358, L(p,q)-L0 = -0.0000017881393433
t = 97.3991, H(p,q)-H0 = 0.0000042915344238, L(p,q)-L0 = -0.0000020861625671
t = 97.4991, H(p,q)-H0 = 0.0000043511390686, L(p,q)-L0 = -0.0000020861625671
t = 97.5991, H(p,q)-H0 = 0.0000044107437134, L(p,q)-L0 = -0.0000022053718567
t = 97.6991, H(p,q)-H0 = 0.0000044107437134, L(p,q)-L0 = -0.0000020861625671
t = 97.7991, H(p,q)-H0 = 0.0000045597553253, L(p,q)-L0 = -0.0000019073486328
t = 97.8991, H(p,q)-H0 = 0.0000045597553253, L(p,q)-L0 = -0.0000019669532776
t = 97.9991, H(p,q)-H0 = 0.0000047683715820, L(p,q)-L0 = -0.0000017285346985
t = 98.0991, H(p,q)-H0 = 0.0000047683715820, L(p,q)-L0 = -0.0000016689300537
t = 98.1991, H(p,q)-H0 = 0.0000047385692596, L(p,q)-L0 = -0.0000016689300537
t = 98.2991, H(p,q)-H0 = 0.0000048279762268, L(p,q)-L0 = -0.0000014901161194
t = 98.3991, H(p,q)-H0 = 0.0000050663948059, L(p,q)-L0 = -0.0000011920928955
t = 98.4991, H(p,q)-H0 = 0.0000051856040955, L(p,q)-L0 = -0.0000010728836060
t = 98.5991, H(p,q)-H0 = 0.0000050961971283, L(p,q)-L0 = -0.0000011920928955
t = 98.6991, H(p,q)-H0 = 0.0000052452087402, L(p,q)-L0 = -0.0000009536743164
t = 98.7991, H(p,q)-H0 = 0.0000052452087402, L(p,q)-L0 = -0.0000010132789612
t = 98.8991, H(p,q)-H0 = 0.0000053942203522, L(p,q)-L0 = -0.0000007152557373
t = 98.9991, H(p,q)-H0 = 0.0000052154064178, L(p,q)-L0 = -0.0000008940696716
t = 99.0991, H(p,q)-H0 = 0.0000052750110626, L(p,q)-L0 = -0.0000008344650269
t = 99.1991, H(p,q)-H0 = 0.0000050365924835, L(p,q)-L0 = -0.0000010728836060
t = 99.2991, H(p,q)-H0 = 0.0000052154064178, L(p,q)-L0 = -0.0000008344650269
t = 99.3991, H(p,q)-H0 = 0.0000052154064178, L(p,q)-L0 = -0.0000007748603821
t = 99.4991, H(p,q)-H0 = 0.0000052452087402, L(p,q)-L0 = -0.0000007152557373
t = 99.5991, H(p,q)-H0 = 0.0000050067901611, L(p,q)-L0 = -0.0000010728836060
t = 99.6991, H(p,q)-H0 = 0.0000047683715820, L(p,q)-L0 = -0.0000011920928955
t = 99.7990, H(p,q)-H0 = 0.0000050067901611, L(p,q)-L0 = -0.0000010728836060
t = 99.8990, H(p,q)-H0 = 0.0000055432319641, L(p,q)-L0 = -0.0000006556510925
t = 99.9990, H(p,q)-H0 = 0.0000060796737671, L(p,q)-L0 = -0.0000002980232239
Current time                 = 99.99904632568359
Steps                        = 10000
Step attempts                = 10000
Stability limited steps      = 0
Accuracy limited steps       = 0
Error test fails             = 0
NLS step fails               = 0
Inequality constraint fails  = 0
Initial step size            = 0.009999999776482582
Last step size               = 0.009979243390262127
Current step size            = 0.009979243390262127
Root fn evals                = 10239
Explicit RHS fn evals        = 60001
Implicit RHS fn evals        = 0
NLS iters                    = 0
NLS fails                    = 0
NLS iters per step           = 0
LS setups                    = 0
