
   Begin Kepler Problem

Problem Arguments:
  stepper:              0
  step mode:            0
  use compensated sums: 1
  dt:                   0.01
  Tf:                   100
  nout:                 1000

t = 0.0000, H(p,q) = -0.5000002384185791, L(p,q) = 0.7999999523162842
t = 77.9994, H(p,q)-H0 = 0.0000000000000000, L(p,q)-L0 = 0.0000000000000000
t = 78.0994, H(p,q)-H0 = 0.0000000000000000, L(p,q)-L0 = 0.0000000000000000
t = 78.1994, H(p,q)-H0 = 0.0000000000000000, L(p,q)-L0 = 0.0000000000000000
t = 78.2994, H(p,q)-H0 = -0.0000000596046448, L(p,q)-L0 = -0.0000000596046448
t = 78.3994, H(p,q)-H0 = 0.0000000000000000, L(p,q)-L0 = 0.0000000000000000
t = 78.4994, H(p,q)-H0 = 0.0000000000000000, L(p,q)-L0 = 0.0000000000000000
t = 78.5994, H(p,q)-H0 = 0.0000000000000000, L(p,q)-L0 = 0.0000000000000000
t = 78.6994, H(p,q)-H0 = 0.0000000000000000, L(p,q)-L0 = -0.0000000596046448
t = 78.7994, H(p,q)-H0 = -0.0000000596046448, L(p,q)-L0 = -0.0000000596046448
t = 78.8994, H(p,q)-H0 = 0.0000000000000000, L(p,q)-L0 = 0.0000000000000000
t = 78.9994, H(p,q)-H0 = 0.0000000000000000, L(p,q)-L0 = 0.0000000000000000
t = 79.0994, H(p,q)-H0 = 0.0000000000000000, L(p,q)-L0 = 0.0000000000000000
t = 79.1994, H(p,q)-H0 = 0.0000000000000000, L(p,q)-L0 = -0.0000000596046448
t = 79.2994, H(p,q)-H0 = 0.0000000000000000, L(p,q)-L0 = -0.0000000596046448
t = 79.3994, H(p,q)-H0 = 0.0000000000000000, L(p,q)-L0 = 0.0000000000000000
t = 79.4994, H(p,q)-H0 = 0.0000000000000000, L(p,q)-L0 = 0.0000000000000000
t = 79.5994, H(p,q)-H0 = 0.0000000000000000, L(p,q)-L0 = 0.0000000000000000
t = 79.6994, H(p,q)-H0 = -0.0000000596046448, L(p,q)-L0 = 0.0000000000000000
t = 79.7994, H(p,q)-H0 = 0.0000000000000000, L(p,q)-L0 = 0.0000000000000000
t = 79.8994, H(p,q)-H0 = 0.0000000000000000, L(p,q)-L0 = 0.0000000000000000
t = 79.9994, H(p,q)-H0 = 0.0000000596046448, L(p,q)-L0 = 0.0000000000000000
t = 80.0993, H(p,q)-H0 = 0.0000000000000000, L(p,q)-L0 = 0.0000000000000000
t = 80.1993, H(p,q)-H0 = 0.0000000000000000, L(p,q)-L0 = 0.0000000000000000
t = 80.2993, H(p,q)-H0 = 0.0000000000000000, L(p,q)-L0 = 0.0000000000000000
t = 80.3993, H(p,q)-H0 = 0.0000000000000000, L(p,q)-L0 = 0.0000000000000000
t = 80.4993, H(p,q)-H0 = 0.0000000000000000, L(p,q)-L0 = -0.0000000596046448
t = 80.5993, H(p,q)-H0 = 0.0000000000000000, L(p,q)-L0 = 0.0000000000000000
t = 80.6993, H(p,q)-H0 = -0.0000001192092896, L(p,q)-L0 = 0.0000000000000000
t = 80.7993, H(p,q)-H0 = -0.0000000596046448, L(p,q)-L0 = 0.0000000000000000
t = 80.8993, H(p,q)-H0 = -0.0000000596046448, L(p,q)-L0 = 0.0000000000000000
t = 80.9993, H(p,q)-H0 = -0.0000001192092896, L(p,q)-L0 = -0.0000000596046448
t = 81.0993, H(p,q)-H0 = -0.0000000596046448, L(p,q)-L0 = 0.0000000000000000
t = 81.1993, H(p,q)-H0 = 0.0000000000000000, L(p,q)-L0 = 0.0000000000000000
t = 81.2993, H(p,q)-H0 = -0.0000001192092896, L(p,q)-L0 = -0.0000000596046448
t = 81.3993, H(p,q)-H0 = -0.0000001192092896, L(p,q)-L0 = 0.0000000000000000
t = 81.4993, H(p,q)-H0 = 0.0000002384185791, L(p,q)-L0 = 0.0000000000000000
ROOT RETURN:	t = 81.5668 g[0] =   1, y[0] = 0.361067, y[1] = -0.221052
t = 81.5668, H(p,q)-H0 = -0.0000038146972656, L(p,q)-L0 = -0.0000011324882507
t = 81.5993, H(p,q)-H0 = -0.0000003576278687, L(p,q)-L0 = 0.0000000000000000
t = 81.6993, H(p,q)-H0 = -0.0000002384185791, L(p,q)-L0 = -0.0000000596046448
t = 81.7993, H(p,q)-H0 = 0.0000001192092896, L(p,q)-L0 = 0.0000000000000000
t = 81.8993, H(p,q)-H0 = 0.0000000000000000, L(p,q)-L0 = 0.0000000000000000
t = 81.9993, H(p,q)-H0 = 0.0000000000000000, L(p,q)-L0 = 0.0000000000000000
t = 82.0993, H(p,q)-H0 = -0.0000001192092896, L(p,q)-L0 = -0.0000000596046448
t = 82.1993, H(p,q)-H0 = -0.0000000596046448, L(p,q)-L0 = 0.0000000000000000
t = 82.2993, H(p,q)-H0 = 0.0000000596046448, L(p,q)-L0 = 0.0000000000000000
t = 82.3993, H(p,q)-H0 = -0.0000001192092896, L(p,q)-L0 = 0.0000000000000000
t = 82.4993, H(p,q)-H0 = -0.0000000596046448, L(p,q)-L0 = 0.0000000596046448
t = 82.5993, H(p,q)-H0 = -0.0000000596046448, L(p,q)-L0 = -0.0000000596046448
t = 82.6993, H(p,q)-H0 = -0.0000001192092896, L(p,q)-L0 = -0.0000000596046448
ROOT RETURN:	t = 82.7115 g[0] =  -1, y[0] = -0.658631, y[1] = 0.798624
t = 82.7115, H(p,q)-H0 = 0.0000000596046448, L(p,q)-L0 = 0.0000000596046448
t = 82.7993, H(p,q)-H0 = -0.0000000596046448, L(p,q)-L0 = 0.0000000000000000
t = 82.8993, H(p,q)-H0 = 0.0000000000000000, L(p,q)-L0 = 0.0000000000000000
t = 82.9993, H(p,q)-H0 = 0.0000000000000000, L(p,q)-L0 = 0.0000000000000000
t = 83.0993, H(p,q)-H0 = 0.0000000000000000, L(p,q)-L0 = 0.0000000000000000
t = 83.1993, H(p,q)-H0 = 0.0000000000000000, L(p,q)-L0 = 0.0000000000000000
t = 83.2993, H(p,q)-H0 = -0.0000001192092896, L(p,q)-L0 = 0.0000000000000000
t = 83.3993, H(p,q)-H0 = 0.0000000000000000, L(p,q)-L0 = 0.0000000000000000
t = 83.4993, H(p,q)-H0 = -0.0000000596046448, L(p,q)-L0 = 0.0000000000000000
t = 83.5993, H(p,q)-H0 = -0.0000000596046448, L(p,q)-L0 = 0.0000000000000000
t = 83.6993, H(p,q)-H0 = -0.0000000596046448, L(p,q)-L0 = 0.0000000000000000
t = 83.7993, H(p,q)-H0 = -0.0000001192092896, L(p,q)-L0 = 0.0000000000000000
t = 83.8993, H(p,q)-H0 = 0.0000000000000000, L(p,q)-L0 = 0.0000000000000000
t = 83.9993, H(p,q)-H0 = 0.0000000000000000, L(p,q)-L0 = 0.0000000000000000
t = 84.0993, H(p,q)-H0 = -0.0000001192092896, L(p,q)-L0 = 0.0000000000000000
t = 84.1993, H(p,q)-H0 = -0.0000000596046448, L(p,q)-L0 = 0.0000000000000000
t = 84.2993, H(p,q)-H0 = 0.0000000000000000, L(p,q)-L0 = 0.0000000000000000
t = 84.3993, H(p,q)-H0 = -0.0000000596046448, L(p,q)-L0 = 0.0000000000000000
t = 84.4993, H(p,q)-H0 = 0.0000000000000000, L(p,q)-L0 = 0.0000000596046448
t = 84.5993, H(p,q)-H0 = 0.0000000000000000, L(p,q)-L0 = 0.0000000000000000
t = 84.6993, H(p,q)-H0 = -0.0000000596046448, L(p,q)-L0 = 0.0000000000000000
t = 84.7993, H(p,q)-H0 = -0.0000000596046448, L(p,q)-L0 = 0.0000000000000000
t = 84.8993, H(p,q)-H0 = -0.0000001192092896, L(p,q)-L0 = 0.0000000000000000
t = 84.9993, H(p,q)-H0 = -0.0000000596046448, L(p,q)-L0 = 0.0000000000000000
t = 85.0993, H(p,q)-H0 = -0.0000000596046448, L(p,q)-L0 = 0.0000000000000000
t = 85.1993, H(p,q)-H0 = 0.0000000000000000, L(p,q)-L0 = 0.0000000000000000
t = 85.2993, H(p,q)-H0 = 0.0000000000000000, L(p,q)-L0 = 0.0000000000000000
t = 85.3993, H(p,q)-H0 = 0.0000000000000000, L(p,q)-L0 = 0.0000000000000000
t = 85.4993, H(p,q)-H0 = -0.0000001192092896, L(p,q)-L0 = -0.0000000596046448
t = 85.5993, H(p,q)-H0 = 0.0000000000000000, L(p,q)-L0 = 0.0000000000000000
t = 85.6993, H(p,q)-H0 = -0.0000001192092896, L(p,q)-L0 = -0.0000000596046448
t = 85.7993, H(p,q)-H0 = -0.0000001192092896, L(p,q)-L0 = 0.0000000000000000
t = 85.8993, H(p,q)-H0 = -0.0000000596046448, L(p,q)-L0 = 0.0000000000000000
t = 85.9993, H(p,q)-H0 = 0.0000000000000000, L(p,q)-L0 = 0.0000000000000000
t = 86.0993, H(p,q)-H0 = -0.0000000596046448, L(p,q)-L0 = 0.0000000000000000
t = 86.1993, H(p,q)-H0 = -0.0000000596046448, L(p,q)-L0 = 0.0000000000000000
t = 86.2993, H(p,q)-H0 = -0.0000000596046448, L(p,q)-L0 = 0.0000000000000000
t = 86.3993, H(p,q)-H0 = -0.0000000596046448, L(p,q)-L0 = 0.0000000000000000
t = 86.4993, H(p,q)-H0 = 0.0000000000000000, L(p,q)-L0 = 0.0000000596046448
t = 86.5993, H(p,q)-H0 = -0.0000000596046448, L(p,q)-L0 = -0.0000000596046448
t = 86.6992, H(p,q)-H0 = -0.0000000596046448, L(p,q)-L0 = 0.0000000000000000
t = 86.7992, H(p,q)-H0 = -0.0000000596046448, L(p,q)-L0 = 0.0000000596046448
t = 86.8992, H(p,q)-H0 = -0.0000001192092896, L(p,q)-L0 = -0.0000000596046448
t = 86.9992, H(p,q)-H0 = -0.0000000596046448, L(p,q)-L0 = 0.0000000000000000
t = 87.0992, H(p,q)-H0 = 0.0000000000000000, L(p,q)-L0 = 0.0000000000000000
t = 87.1992, H(p,q)-H0 = -0.0000000596046448, L(p,q)-L0 = 0.0000000000000000
t = 87.2992, H(p,q)-H0 = 0.0000000000000000, L(p,q)-L0 = 0.0000000000000000
t = 87.3992, H(p,q)-H0 = -0.0000001192092896, L(p,q)-L0 = -0.0000000596046448
t = 87.4992, H(p,q)-H0 = 0.0000000000000000, L(p,q)-L0 = 0.0000000596046448
t = 87.5992, H(p,q)-H0 = 0.0000000000000000, L(p,q)-L0 = 0.0000000000000000
t = 87.6992, H(p,q)-H0 = 0.0000002384185791, L(p,q)-L0 = 0.0000000000000000
t = 87.7992, H(p,q)-H0 = -0.0000002384185791, L(p,q)-L0 = -0.0000000596046448
ROOT RETURN:	t = 87.8500 g[0] =   1, y[0] = 0.361068, y[1] = -0.22105
t = 87.8500, H(p,q)-H0 = -0.0000005960464478, L(p,q)-L0 = -0.0000001788139343
t = 87.8992, H(p,q)-H0 = 0.0000001192092896, L(p,q)-L0 = 0.0000000000000000
t = 87.9992, H(p,q)-H0 = -0.0000001192092896, L(p,q)-L0 = -0.0000000596046448
t = 88.0992, H(p,q)-H0 = 0.0000000000000000, L(p,q)-L0 = 0.0000000000000000
t = 88.1992, H(p,q)-H0 = 0.0000000000000000, L(p,q)-L0 = 0.0000000000000000
t = 88.2992, H(p,q)-H0 = -0.0000001192092896, L(p,q)-L0 = 0.0000000000000000
t = 88.3992, H(p,q)-H0 = 0.0000000000000000, L(p,q)-L0 = 0.0000000000000000
t = 88.4992, H(p,q)-H0 = -0.0000001192092896, L(p,q)-L0 = 0.0000000000000000
t = 88.5992, H(p,q)-H0 = 0.0000000596046448, L(p,q)-L0 = 0.0000000596046448
t = 88.6992, H(p,q)-H0 = -0.0000000596046448, L(p,q)-L0 = 0.0000000000000000
t = 88.7992, H(p,q)-H0 = 0.0000000596046448, L(p,q)-L0 = 0.0000000596046448
t = 88.8992, H(p,q)-H0 = -0.0000000596046448, L(p,q)-L0 = 0.0000000000000000
ROOT RETURN:	t = 88.9952 g[0] =  -1, y[0] = -0.659137, y[1] = 0.7986
t = 88.9952, H(p,q)-H0 = -0.0000003576278687, L(p,q)-L0 = -0.0000002980232239
t = 88.9992, H(p,q)-H0 = 0.0000000000000000, L(p,q)-L0 = -0.0000000596046448
t = 89.0992, H(p,q)-H0 = 0.0000000000000000, L(p,q)-L0 = 0.0000000000000000
t = 89.1992, H(p,q)-H0 = -0.0000001192092896, L(p,q)-L0 = -0.0000000596046448
t = 89.2992, H(p,q)-H0 = 0.0000000000000000, L(p,q)-L0 = 0.0000000000000000
t = 89.3992, H(p,q)-H0 = 0.0000000000000000, L(p,q)-L0 = 0.0000000000000000
t = 89.4992, H(p,q)-H0 = 0.0000000000000000, L(p,q)-L0 = 0.0000000000000000
t = 89.5992, H(p,q)-H0 = 0.0000000000000000, L(p,q)-L0 = 0.0000000000000000
t = 89.6992, H(p,q)-H0 = 0.0000000000000000, L(p,q)-L0 = 0.0000000000000000
t = 89.7992, H(p,q)-H0 = 0.0000000000000000, L(p,q)-L0 = 0.0000000000000000
t = 89.8992, H(p,q)-H0 = 0.0000000000000000, L(p,q)-L0 = 0.0000000000000000
t = 89.9992, H(p,q)-H0 = -0.0000000596046448, L(p,q)-L0 = 0.0000000000000000
t = 90.0992, H(p,q)-H0 = 0.0000000000000000, L(p,q)-L0 = 0.0000000000000000
t = 90.1992, H(p,q)-H0 = 0.0000000000000000, L(p,q)-L0 = 0.0000000000000000
t = 90.2992, H(p,q)-H0 = 0.0000000000000000, L(p,q)-L0 = 0.0000000000000000
t = 90.3992, H(p,q)-H0 = 0.0000000000000000, L(p,q)-L0 = 0.0000000000000000
t = 90.4992, H(p,q)-H0 = -0.0000000596046448, L(p,q)-L0 = 0.0000000000000000
t = 90.5992, H(p,q)-H0 = -0.0000000596046448, L(p,q)-L0 = 0.0000000000000000
t = 90.6992, H(p,q)-H0 = 0.0000000000000000, L(p,q)-L0 = 0.0000000000000000
t = 90.7992, H(p,q)-H0 = 0.0000000000000000, L(p,q)-L0 = 0.0000000000000000
t = 90.8992, H(p,q)-H0 = 0.0000000000000000, L(p,q)-L0 = 0.0000000000000000
t = 90.9992, H(p,q)-H0 = 0.0000000596046448, L(p,q)-L0 = 0.0000000000000000
t = 91.0992, H(p,q)-H0 = -0.0000000596046448, L(p,q)-L0 = 0.0000000000000000
t = 91.1992, H(p,q)-H0 = 0.0000000000000000, L(p,q)-L0 = 0.0000000000000000
t = 91.2992, H(p,q)-H0 = 0.0000000000000000, L(p,q)-L0 = -0.0000000596046448
t = 91.3992, H(p,q)-H0 = -0.0000000596046448, L(p,q)-L0 = 0.0000000000000000
t = 91.4992, H(p,q)-H0 = 0.0000000000000000, L(p,q)-L0 = 0.0000000596046448
t = 91.5992, H(p,q)-H0 = 0.0000000000000000, L(p,q)-L0 = 0.0000000000000000
t = 91.6992, H(p,q)-H0 = 0.0000000000000000, L(p,q)-L0 = -0.0000000596046448
t = 91.7992, H(p,q)-H0 = 0.0000000000000000, L(p,q)-L0 = -0.0000000596046448
t = 91.8992, H(p,q)-H0 = 0.0000000000000000, L(p,q)-L0 = 0.0000000000000000
t = 91.9992, H(p,q)-H0 = 0.0000000596046448, L(p,q)-L0 = 0.0000000000000000
t = 92.0992, H(p,q)-H0 = 0.0000000000000000, L(p,q)-L0 = 0.0000000000000000
t = 92.1992, H(p,q)-H0 = 0.0000000000000000, L(p,q)-L0 = 0.0000000000000000
t = 92.2992, H(p,q)-H0 = 0.0000000000000000, L(p,q)-L0 = 0.0000000000000000
t = 92.3992, H(p,q)-H0 = 0.0000000000000000, L(p,q)-L0 = 0.0000000000000000
t = 92.4992, H(p,q)-H0 = 0.0000000000000000, L(p,q)-L0 = 0.0000000000000000
t = 92.5992, H(p,q)-H0 = 0.0000000000000000, L(p,q)-L0 = 0.0000000000000000
t = 92.6992, H(p,q)-H0 = -0.0000000596046448, L(p,q)-L0 = 0.0000000000000000
t = 92.7992, H(p,q)-H0 = 0.0000000000000000, L(p,q)-L0 = 0.0000000000000000
t = 92.8992, H(p,q)-H0 = 0.0000000000000000, L(p,q)-L0 = -0.0000000596046448
t = 92.9992, H(p,q)-H0 = 0.0000000000000000, L(p,q)-L0 = 0.0000000000000000
t = 93.0992, H(p,q)-H0 = 0.0000000000000000, L(p,q)-L0 = -0.0000000596046448
t = 93.1992, H(p,q)-H0 = 0.0000000000000000, L(p,q)-L0 = 0.0000000000000000
t = 93.2991, H(p,q)-H0 = -0.0000001192092896, L(p,q)-L0 = 0.0000000000000000
t = 93.3991, H(p,q)-H0 = 0.0000000000000000, L(p,q)-L0 = 0.0000000000000000
t = 93.4991, H(p,q)-H0 = -0.0000001192092896, L(p,q)-L0 = 0.0000000000000000
t = 93.5991, H(p,q)-H0 = 0.0000000000000000, L(p,q)-L0 = 0.0000000596046448
t = 93.6991, H(p,q)-H0 = -0.0000001192092896, L(p,q)-L0 = 0.0000000000000000
t = 93.7991, H(p,q)-H0 = -0.0000001192092896, L(p,q)-L0 = 0.0000000000000000
t = 93.8991, H(p,q)-H0 = -0.0000001192092896, L(p,q)-L0 = 0.0000000000000000
t = 93.9991, H(p,q)-H0 = 0.0000000000000000, L(p,q)-L0 = 0.0000000000000000
t = 94.0991, H(p,q)-H0 = 0.0000000000000000, L(p,q)-L0 = 0.0000000000000000
ROOT RETURN:	t = 94.1332 g[0] =   1, y[0] = 0.361069, y[1] = -0.221046
t = 94.1332, H(p,q)-H0 = 0.0000007152557373, L(p,q)-L0 = 0.0000002384185791
t = 94.1991, H(p,q)-H0 = 0.0000000000000000, L(p,q)-L0 = 0.0000000596046448
t = 94.2991, H(p,q)-H0 = 0.0000000000000000, L(p,q)-L0 = 0.0000000596046448
t = 94.3991, H(p,q)-H0 = 0.0000002384185791, L(p,q)-L0 = 0.0000000000000000
t = 94.4991, H(p,q)-H0 = -0.0000001192092896, L(p,q)-L0 = 0.0000000000000000
t = 94.5991, H(p,q)-H0 = 0.0000000000000000, L(p,q)-L0 = 0.0000000000000000
t = 94.6991, H(p,q)-H0 = 0.0000002384185791, L(p,q)-L0 = 0.0000000000000000
t = 94.7991, H(p,q)-H0 = -0.0000000596046448, L(p,q)-L0 = 0.0000000596046448
t = 94.8991, H(p,q)-H0 = 0.0000001192092896, L(p,q)-L0 = 0.0000000596046448
t = 94.9991, H(p,q)-H0 = -0.0000000596046448, L(p,q)-L0 = 0.0000000000000000
t = 95.0991, H(p,q)-H0 = 0.0000000000000000, L(p,q)-L0 = 0.0000000596046448
t = 95.1991, H(p,q)-H0 = 0.0000001192092896, L(p,q)-L0 = 0.0000000000000000
ROOT RETURN:	t = 95.2784 g[0] =  -1, y[0] = -0.659166, y[1] = 0.798599
t = 95.2784, H(p,q)-H0 = 0.0000001192092896, L(p,q)-L0 = 0.0000001192092896
t = 95.2991, H(p,q)-H0 = 0.0000000596046448, L(p,q)-L0 = 0.0000000000000000
t = 95.3991, H(p,q)-H0 = 0.0000000596046448, L(p,q)-L0 = 0.0000000596046448
t = 95.4991, H(p,q)-H0 = 0.0000000596046448, L(p,q)-L0 = 0.0000000596046448
t = 95.5991, H(p,q)-H0 = 0.0000000000000000, L(p,q)-L0 = 0.0000000000000000
t = 95.6991, H(p,q)-H0 = 0.0000001192092896, L(p,q)-L0 = 0.0000000000000000
t = 95.7991, H(p,q)-H0 = 0.0000000596046448, L(p,q)-L0 = 0.0000000000000000
t = 95.8991, H(p,q)-H0 = 0.0000001192092896, L(p,q)-L0 = 0.0000000000000000
t = 95.9991, H(p,q)-H0 = 0.0000000000000000, L(p,q)-L0 = 0.0000000000000000
t = 96.0991, H(p,q)-H0 = 0.0000000596046448, L(p,q)-L0 = 0.0000000000000000
t = 96.1991, H(p,q)-H0 = 0.0000000000000000, L(p,q)-L0 = 0.0000000000000000
t = 96.2991, H(p,q)-H0 = 0.0000001192092896, L(p,q)-L0 = 0.0000000596046448
t = 96.3991, H(p,q)-H0 = 0.0000000596046448, L(p,q)-L0 = -0.0000000596046448
t = 96.4991, H(p,q)-H0 = 0.0000000000000000, L(p,q)-L0 = 0.0000000000000000
t = 96.5991, H(p,q)-H0 = 0.0000000000000000, L(p,q)-L0 = 0.0000000596046448
t = 96.6991, H(p,q)-H0 = 0.0000001192092896, L(p,q)-L0 = 0.0000000000000000
t = 96.7991, H(p,q)-H0 = 0.0000000000000000, L(p,q)-L0 = 0.0000000000000000
t = 96.8991, H(p,q)-H0 = 0.0000000000000000, L(p,q)-L0 = 0.0000000000000000
t = 96.9991, H(p,q)-H0 = 0.0000000596046448, L(p,q)-L0 = 0.0000000000000000
t = 97.0991, H(p,q)-H0 = 0.0000000596046448, L(p,q)-L0 = 0.0000000596046448
t = 97.1991, H(p,q)-H0 = 0.0000000000000000, L(p,q)-L0 = 0.0000000596046448
t = 97.2991, H(p,q)-H0 = 0.0000000596046448, L(p,q)-L0 = 0.0000000000000000
t = 97.3991, H(p,q)-H0 = 0.0000000596046448, L(p,q)-L0 = 0.0000000000000000
t = 97.4991, H(p,q)-H0 = 0.0000001192092896, L(p,q)-L0 = 0.0000000000000000
t = 97.5991, H(p,q)-H0 = 0.0000000000000000, L(p,q)-L0 = 0.0000000000000000
t = 97.6991, H(p,q)-H0 = 0.0000001192092896, L(p,q)-L0 = 0.0000000000000000
t = 97.7991, H(p,q)-H0 = 0.0000000596046448, L(p,q)-L0 = 0.0000000000000000
t = 97.8991, H(p,q)-H0 = 0.0000000000000000, L(p,q)-L0 = 0.0000000000000000
t = 97.9991, H(p,q)-H0 = 0.0000001192092896, L(p,q)-L0 = 0.0000000596046448
t = 98.0991, H(p,q)-H0 = 0.0000000000000000, L(p,q)-L0 = 0.0000000596046448
t = 98.1991, H(p,q)-H0 = 0.0000000000000000, L(p,q)-L0 = 0.0000000000000000
t = 98.2991, H(p,q)-H0 = 0.0000000000000000, L(p,q)-L0 = 0.0000000000000000
t = 98.3991, H(p,q)-H0 = 0.0000000000000000, L(p,q)-L0 = 0.0000000000000000
t = 98.4991, H(p,q)-H0 = 0.0000000596046448, L(p,q)-L0 = 0.0000000596046448
t = 98.5991, H(p,q)-H0 = 0.0000000000000000, L(p,q)-L0 = 0.0000000000000000
t = 98.6991, H(p,q)-H0 = 0.0000000596046448, L(p,q)-L0 = 0.0000000596046448
t = 98.7991, H(p,q)-H0 = 0.0000000596046448, L(p,q)-L0 = 0.0000000000000000
t = 98.8991, H(p,q)-H0 = 0.0000000000000000, L(p,q)-L0 = 0.0000000000000000
t = 98.9991, H(p,q)-H0 = 0.0000000596046448, L(p,q)-L0 = 0.0000000000000000
t = 99.0991, H(p,q)-H0 = 0.0000000596046448, L(p,q)-L0 = 0.0000000000000000
t = 99.1991, H(p,q)-H0 = 0.0000000596046448, L(p,q)-L0 = 0.0000000596046448
t = 99.2991, H(p,q)-H0 = 0.0000001192092896, L(p,q)-L0 = 0.0000000000000000
t = 99.3991, H(p,q)-H0 = 0.0000000000000000, L(p,q)-L0 = 0.0000000596046448
t = 99.4991, H(p,q)-H0 = 0.0000000000000000, L(p,q)-L0 = 0.0000000000000000
t = 99.5991, H(p,q)-H0 = 0.0000001788139343, L(p,q)-L0 = 0.0000001192092896
t = 99.6991, H(p,q)-H0 = 0.0000000000000000, L(p,q)-L0 = 0.0000000596046448
t = 99.7990, H(p,q)-H0 = 0.0000001192092896, L(p,q)-L0 = 0.0000000000000000
t = 99.8990, H(p,q)-H0 = 0.0000000000000000, L(p,q)-L0 = 0.0000000000000000
t = 99.9990, H(p,q)-H0 = 0.0000000596046448, L(p,q)-L0 = 0.0000000000000000
Current time                 = 99.99904632568359
Steps                        = 10000
Step attempts                = 10000
Stability limited steps      = 0
Accuracy limited steps       = 0
Error test fails             = 0
NLS step fails               = 0
Inequality constraint fails  = 0
Initial step size            = 0.009999999776482582
Last step size               = 0.009999999776482582
Current step size            = 0.009999999776482582
Root fn evals                = 10335
f1 RHS fn evals              = 40233
f2 RHS fn evals              = 40233
